"Date","Price","Open","High","Low","Vol.","Change %"
"03/07/2024","28,399.00","28,338.05","28,442.55","28,284.20","","0.37%"
"03/06/2024","28,294.35","28,193.80","28,323.45","27,898.05","","0.39%"
"03/05/2024","28,183.75","28,220.65","28,273.90","28,103.95","","-0.11%"
"03/04/2024","28,214.80","28,243.25","28,299.50","28,151.00","","0.08%"
"03/02/2024","28,192.95","28,209.00","28,227.80","28,165.30","","0.33%"
"03/01/2024","28,099.80","27,855.50","28,122.05","27,845.35","","1.37%"
"02/29/2024","27,721.40","27,670.10","27,824.45","27,525.00","","0.12%"
"02/28/2024","27,688.40","28,111.35","28,140.25","27,637.15","","-1.42%"
"02/27/2024","28,086.00","27,979.25","28,108.90","27,944.45","","0.32%"
"02/26/2024","27,997.55","28,085.10","28,096.20","27,926.95","","-0.39%"
"02/23/2024","28,107.95","28,190.00","28,195.95","28,064.95","","-0.02%"
"02/22/2024","28,113.10","27,986.15","28,159.65","27,639.20","","0.81%"
"02/21/2024","27,886.95","28,151.35","28,178.45","27,806.30","","-0.70%"
"02/20/2024","28,083.50","28,065.95","28,115.90","27,928.30","","0.03%"
"02/19/2024","28,074.25","28,084.10","28,191.05","27,978.65","","0.29%"
"02/16/2024","27,993.80","27,896.80","28,055.45","27,857.70","","0.84%"
"02/15/2024","27,761.35","27,745.70","27,830.70","27,644.60","","0.46%"
"02/14/2024","27,633.30","27,282.10","27,670.80","27,212.55","","0.71%"
"02/13/2024","27,439.85","27,374.75","27,466.55","27,155.25","","0.41%"
"02/12/2024","27,328.75","27,571.40","27,599.75","27,272.40","","-0.70%"
"02/09/2024","27,520.85","27,539.05","27,551.00","27,191.15","","0.22%"
"02/08/2024","27,460.70","27,805.45","27,811.70","27,389.95","","-0.80%"
"02/07/2024","27,682.90","27,798.00","27,807.55","27,570.70","","0.18%"
"02/06/2024","27,633.65","27,435.15","27,658.20","27,317.60","","1.02%"
"02/05/2024","27,355.40","27,531.15","27,630.45","27,290.90","","-0.21%"
"02/02/2024","27,411.65","27,214.10","27,606.10","27,206.05","","1.24%"
"02/01/2024","27,076.90","27,185.25","27,231.40","27,009.40","","-0.18%"
"01/31/2024","27,125.30","26,804.90","27,152.85","26,752.35","","1.23%"
"01/30/2024","26,795.55","27,077.50","27,128.30","26,769.25","","-0.76%"
"01/29/2024","26,999.95","26,643.65","27,037.05","26,628.35","","1.63%"
"01/25/2024","26,566.90","26,728.65","26,731.15","26,430.85","","-0.52%"
"01/24/2024","26,705.35","26,390.10","26,741.30","26,229.80","","1.36%"
"01/23/2024","26,346.40","26,936.60","26,991.45","26,283.90","","-1.61%"
"01/20/2024","26,778.85","26,942.85","26,960.85","26,753.90","","-0.21%"
"01/19/2024","26,834.40","26,737.75","26,866.05","26,708.70","","1.03%"
"01/18/2024","26,562.10","26,562.50","26,641.15","26,230.10","","-0.54%"
"01/17/2024","26,706.00","26,790.55","26,954.70","26,685.60","","-1.28%"
"01/16/2024","27,052.45","27,135.05","27,180.45","26,947.30","","-0.34%"
"01/15/2024","27,144.20","27,217.70","27,217.70","27,010.30","","0.62%"
"01/12/2024","26,977.25","26,863.40","27,020.50","26,789.95","","0.87%"
"01/11/2024","26,743.80","26,786.60","26,841.05","26,688.65","","0.22%"
"01/10/2024","26,686.15","26,675.05","26,711.50","26,502.60","","0.12%"
"01/09/2024","26,653.50","26,752.15","26,809.95","26,625.80","","0.43%"
"01/08/2024","26,538.15","26,851.00","26,861.65","26,513.60","","-0.85%"
"01/05/2024","26,767.00","26,832.95","26,856.55","26,666.55","","0.12%"
"01/04/2024","26,735.30","26,706.75","26,774.70","26,644.40","","0.54%"
"01/03/2024","26,592.45","26,749.90","26,785.45","26,564.65","","-0.59%"
"01/02/2024","26,749.75","26,829.30","26,835.00","26,544.80","","-0.17%"
"01/01/2024","26,794.85","26,795.30","26,911.45","26,729.60","","0.15%"
"12/29/2023","26,755.15","26,753.65","26,787.45","26,651.15","","-0.06%"
"12/28/2023","26,770.80","26,615.95","26,796.40","26,569.60","","0.87%"
"12/27/2023","26,538.60","26,371.70","26,563.15","26,342.35","","1.02%"
"12/26/2023","26,270.45","26,123.95","26,316.30","26,088.15","","0.75%"
"12/22/2023","26,074.40","25,946.85","26,106.00","25,890.80","","0.93%"
"12/21/2023","25,834.60","25,562.90","25,886.90","25,484.40","","0.41%"
"12/20/2023","25,728.85","26,353.20","26,405.95","25,671.60","","-1.91%"
"12/19/2023","26,228.80","26,258.00","26,283.00","26,062.45","","0.14%"
"12/18/2023","26,192.75","26,209.65","26,273.40","26,130.80","","-0.12%"
"12/15/2023","26,224.10","26,065.95","26,264.80","25,999.75","","1.16%"
"12/14/2023","25,922.15","25,896.30","25,961.05","25,833.95","","0.91%"
"12/13/2023","25,687.55","25,639.15","25,720.80","25,444.65","","0.37%"
"12/12/2023","25,593.40","25,690.45","25,738.05","25,525.45","","-0.15%"
"12/11/2023","25,633.00","25,591.45","25,649.20","25,529.60","","0.18%"
"12/08/2023","25,585.75","25,664.85","25,713.65","25,417.20","","-0.06%"
"12/07/2023","25,600.30","25,631.45","25,657.75","25,546.80","","0.02%"
"12/06/2023","25,595.25","25,676.65","25,704.15","25,465.50","","0.16%"
"12/05/2023","25,555.20","25,373.75","25,574.75","25,294.75","","-5.78%"
"12/04/2023","27,123.80","24,904.70","27,123.80","24,904.70","","9.08%"
"12/01/2023","24,866.55","24,867.40","24,915.75","24,840.35","","0.45%"
"11/30/2023","24,755.15","24,649.55","24,784.35","24,587.80","","0.58%"
"11/29/2023","24,611.75","24,517.70","24,618.60","24,492.10","","0.82%"
"11/28/2023","24,412.20","24,259.75","24,435.85","24,234.95","","0.99%"
"11/24/2023","24,173.85","24,252.05","24,282.20","24,153.80","","-0.16%"
"11/23/2023","24,213.65","24,265.20","24,326.85","24,181.45","","-0.06%"
"11/22/2023","24,227.15","24,199.55","24,268.20","24,117.25","","0.20%"
"11/21/2023","24,178.95","24,136.35","24,225.05","24,130.95","","0.45%"
"11/20/2023","24,070.20","24,119.25","24,174.40","24,054.90","","-0.19%"
"11/17/2023","24,116.60","24,026.55","24,216.10","24,015.10","","0.20%"
"11/16/2023","24,068.15","23,937.75","24,182.90","23,864.35","","0.56%"
"11/15/2023","23,934.40","23,897.90","23,946.60","23,804.95","","1.21%"
"11/13/2023","23,647.40","23,646.95","23,675.50","23,599.25","","0.34%"
"11/10/2023","23,568.30","23,508.05","23,593.10","23,462.85","","0.10%"
"11/09/2023","23,543.60","23,588.65","23,598.60","23,515.80","","-0.02%"
"11/08/2023","23,548.35","23,540.25","23,577.10","23,489.00","","0.38%"
"11/07/2023","23,460.35","23,431.45","23,481.95","23,370.10","","0.14%"
"11/06/2023","23,427.65","23,311.90","23,442.05","23,290.05","","1.03%"
"11/03/2023","23,189.55","23,179.20","23,252.50","23,168.35","","0.59%"
"11/02/2023","23,053.40","23,021.90","23,095.80","22,981.85","","0.81%"
"11/01/2023","22,868.75","23,023.80","23,060.60","22,849.70","","-0.60%"
"10/31/2023","23,007.35","23,099.25","23,102.35","22,945.55","","-0.05%"
"10/30/2023","23,019.00","23,013.90","23,039.90","22,810.25","","0.19%"
"10/27/2023","22,976.10","22,811.85","23,017.20","22,811.30","","1.01%"
"10/26/2023","22,746.35","22,952.00","22,972.35","22,712.80","","-1.43%"
"10/25/2023","23,076.35","23,257.20","23,355.05","23,000.80","","-0.72%"
"10/23/2023","23,243.90","23,569.05","23,645.00","23,207.15","","-1.58%"
"10/20/2023","23,616.80","23,677.50","23,716.60","23,586.55","","-0.60%"
"10/19/2023","23,758.90","23,609.85","23,788.00","23,527.10","","0.16%"
"10/18/2023","23,721.15","23,846.65","23,893.20","23,704.75","","-0.40%"
"10/17/2023","23,816.80","23,822.20","23,861.70","23,775.20","","0.44%"
"10/16/2023","23,713.15","23,707.90","23,768.30","23,649.65","","0.03%"
"10/13/2023","23,705.05","23,560.05","23,746.90","23,541.05","","0.07%"
"10/12/2023","23,688.05","23,749.75","23,773.60","23,655.60","","-0.05%"
"10/11/2023","23,699.00","23,649.35","23,733.45","23,638.30","","0.65%"
"10/10/2023","23,546.90","23,374.80","23,576.05","23,368.75","","1.02%"
"10/09/2023","23,308.25","23,315.70","23,398.60","23,237.35","","-0.73%"
"10/06/2023","23,480.10","23,414.85","23,503.80","23,383.25","","0.70%"
"10/05/2023","23,317.85","23,330.45","23,342.45","23,238.60","","0.37%"
"10/04/2023","23,232.30","23,342.60","23,352.95","23,109.30","","-0.77%"
"10/03/2023","23,412.75","23,544.60","23,548.75","23,357.85","","-0.65%"
"09/29/2023","23,566.35","23,454.90","23,652.55","23,415.20","","0.90%"
"09/28/2023","23,355.95","23,684.95","23,698.10","23,300.25","","-1.27%"
"09/27/2023","23,656.00","23,601.90","23,675.35","23,495.60","","0.29%"
"09/26/2023","23,587.55","23,609.65","23,651.90","23,559.30","","0.04%"
"09/25/2023","23,578.70","23,598.35","23,651.15","23,508.40","","0.07%"
"09/22/2023","23,563.00","23,602.50","23,677.30","23,488.90","","-0.25%"
"09/21/2023","23,621.25","23,743.45","23,783.40","23,566.00","","-0.69%"
"09/20/2023","23,786.30","23,858.75","23,988.70","23,761.70","","-0.79%"
"09/18/2023","23,976.45","23,961.45","24,031.45","23,897.25","","0.11%"
"09/15/2023","23,950.70","23,909.35","23,986.75","23,867.95","","0.45%"
"09/14/2023","23,844.50","23,823.95","23,922.85","23,771.95","","0.43%"
"09/13/2023","23,743.05","23,650.95","23,775.35","23,571.20","","0.47%"
"09/12/2023","23,632.45","23,895.05","23,898.15","23,552.05","","-0.60%"
"09/11/2023","23,775.40","23,623.90","23,786.10","23,592.50","","1.06%"
"09/08/2023","23,526.35","23,498.10","23,591.15","23,434.45","","0.40%"
"09/07/2023","23,432.50","23,290.60","23,444.30","23,226.10","","0.58%"
"09/06/2023","23,297.85","23,293.25","23,317.00","23,144.45","","0.17%"
"09/05/2023","23,258.65","23,243.10","23,273.35","23,195.50","","0.28%"
"09/04/2023","23,192.95","23,124.65","23,214.85","23,074.95","","0.77%"
"09/01/2023","23,014.70","22,734.65","23,027.85","22,732.65","","1.31%"
"08/31/2023","22,716.65","22,882.35","22,891.00","22,666.10","","-0.62%"
"08/30/2023","22,858.00","22,917.45","22,969.45","22,841.95","","0.12%"
"08/29/2023","22,830.85","22,790.95","22,852.00","22,767.20","","0.45%"
"08/28/2023","22,728.45","22,727.70","22,765.70","22,658.45","","0.27%"
"08/25/2023","22,667.00","22,753.70","22,796.80","22,630.30","","-0.70%"
"08/24/2023","22,826.70","22,992.40","23,057.15","22,811.60","","-0.25%"
"08/23/2023","22,884.50","22,956.25","22,957.65","22,857.10","","0.05%"
"08/22/2023","22,873.95","22,888.15","22,932.15","22,849.05","","0.12%"
"08/21/2023","22,846.70","22,696.05","22,875.45","22,671.65","","0.76%"
"08/18/2023","22,675.15","22,693.50","22,754.05","22,604.55","","-0.32%"
"08/17/2023","22,748.10","22,798.45","22,806.95","22,667.60","","-0.24%"
"08/16/2023","22,802.10","22,734.75","22,821.35","22,642.05","","0.17%"
"08/14/2023","22,762.95","22,792.15","22,801.70","22,567.80","","-0.33%"
"08/11/2023","22,838.85","23,006.70","23,017.15","22,810.80","","-0.67%"
"08/10/2023","22,992.80","23,034.00","23,074.15","22,921.15","","-0.27%"
"08/09/2023","23,054.65","22,969.85","23,064.25","22,864.20","","0.56%"
"08/08/2023","22,926.15","22,990.50","23,001.05","22,835.00","","-0.06%"
"08/07/2023","22,941.05","22,872.00","22,950.60","22,818.95","","0.57%"
"08/04/2023","22,812.15","22,806.75","22,881.65","22,762.10","","0.46%"
"08/03/2023","22,708.30","22,779.80","22,847.55","22,600.45","","-0.60%"
"08/02/2023","22,846.05","23,072.95","23,084.35","22,711.20","","-1.13%"
"08/01/2023","23,106.25","23,161.15","23,180.05","23,055.65","","-0.10%"
"07/31/2023","23,128.80","22,994.00","23,150.20","22,927.25","","0.66%"
"07/28/2023","22,977.70","22,954.75","22,994.25","22,874.40","","0.23%"
"07/27/2023","22,926.00","23,088.70","23,127.95","22,853.15","","-0.42%"
"07/26/2023","23,021.80","23,022.70","23,078.20","22,981.75","","0.32%"
"07/25/2023","22,947.35","22,974.30","22,979.95","22,871.70","","0.21%"
"07/24/2023","22,900.30","22,924.20","22,994.95","22,844.60","","0.01%"
"07/21/2023","22,898.75","22,938.45","23,051.60","22,863.80","","-0.76%"
"07/20/2023","23,074.45","22,971.75","23,083.25","22,851.00","","0.56%"
"07/19/2023","22,946.25","22,923.00","22,966.40","22,862.65","","0.38%"
"07/18/2023","22,858.95","22,934.35","22,948.40","22,794.20","","-0.20%"
"07/17/2023","22,903.85","22,882.00","22,945.35","22,857.45","","0.37%"
"07/14/2023","22,820.05","22,713.60","22,848.70","22,644.90","","0.84%"
"07/13/2023","22,630.25","22,758.75","22,830.70","22,591.05","","-0.16%"
"07/12/2023","22,667.35","22,767.50","22,772.15","22,642.75","","-0.18%"
"07/11/2023","22,707.15","22,666.90","22,772.45","22,644.50","","0.54%"
"07/10/2023","22,586.15","22,690.75","22,692.35","22,544.90","","-0.19%"
"07/07/2023","22,629.95","22,772.05","22,854.05","22,599.60","","-0.93%"
"07/06/2023","22,842.20","22,731.25","22,855.00","22,697.60","","0.54%"
"07/05/2023","22,719.95","22,620.25","22,743.75","22,585.30","","0.58%"
"07/04/2023","22,587.95","22,608.05","22,613.45","22,505.80","","0.36%"
"07/03/2023","22,506.10","22,507.05","22,549.25","22,474.65","","0.28%"
"06/30/2023","22,442.80","22,303.80","22,454.85","22,270.40","","1.01%"
"06/28/2023","22,218.90","22,105.45","22,264.05","22,070.70","","0.85%"
"06/27/2023","22,031.50","21,975.45","22,047.15","21,942.95","","0.56%"
"06/26/2023","21,908.30","21,805.70","21,928.35","21,767.75","","0.56%"
"06/23/2023","21,785.25","21,946.65","21,958.80","21,761.95","","-0.84%"
"06/22/2023","21,968.75","22,126.20","22,143.85","21,950.55","","-0.66%"
"06/21/2023","22,115.20","22,138.10","22,151.35","22,048.30","","0.04%"
"06/20/2023","22,105.50","22,025.65","22,126.70","21,930.15","","0.42%"
"06/19/2023","22,012.20","22,154.35","22,174.95","21,976.65","","-0.42%"
"06/16/2023","22,104.70","22,002.20","22,139.60","21,986.80","","0.65%"
"06/15/2023","21,962.90","21,999.25","22,059.30","21,934.25","","-0.01%"
"06/14/2023","21,965.05","21,925.40","21,980.30","21,871.90","","0.36%"
"06/13/2023","21,886.90","21,817.50","21,911.60","21,816.75","","0.53%"
"06/12/2023","21,771.05","21,737.00","21,797.75","21,684.00","","0.37%"
"06/09/2023","21,690.05","21,814.05","21,837.20","21,674.10","","-0.42%"
"06/08/2023","21,781.20","21,953.60","21,972.00","21,757.95","","-0.65%"
"06/07/2023","21,924.10","21,794.95","21,937.80","21,769.05","","0.97%"
"06/06/2023","21,714.30","21,676.85","21,736.30","21,633.35","","0.30%"
"06/05/2023","21,650.35","21,690.05","21,708.20","21,639.15","","0.23%"
"06/02/2023","21,599.60","21,585.20","21,621.90","21,518.60","","0.47%"
"06/01/2023","21,499.30","21,517.10","21,559.60","21,474.85","","0.01%"
"05/31/2023","21,498.00","21,517.80","21,540.50","21,446.40","","-0.15%"
"05/30/2023","21,529.40","21,557.95","21,596.30","21,502.60","","-0.03%"
"05/29/2023","21,536.70","21,540.15","21,572.35","21,488.20","","0.50%"
"05/26/2023","21,428.85","21,290.95","21,441.65","21,270.70","","0.83%"
"05/25/2023","21,252.15","21,169.95","21,277.05","21,114.00","","0.32%"
"05/24/2023","21,185.40","21,191.90","21,271.70","21,125.50","","-0.13%"
"05/23/2023","21,213.80","21,152.45","21,295.75","21,143.45","","0.55%"
"05/22/2023","21,098.05","20,886.35","21,113.25","20,845.60","","1.09%"
"05/19/2023","20,870.35","20,869.50","20,885.70","20,699.35","","0.25%"
"05/18/2023","20,817.35","21,057.55","21,057.55","20,800.00","","-0.60%"
"05/17/2023","20,943.75","21,051.80","21,061.10","20,868.75","","-0.43%"
"05/16/2023","21,033.35","21,168.00","21,171.30","21,012.20","","-0.35%"
"05/15/2023","21,108.00","21,059.75","21,161.55","21,016.80","","0.36%"
"05/12/2023","21,032.35","21,077.35","21,077.35","20,950.45","","-0.17%"
"05/11/2023","21,067.25","21,100.70","21,111.10","21,026.30","","-0.01%"
"05/10/2023","21,068.45","21,065.30","21,080.90","20,953.80","","0.33%"
"05/09/2023","20,999.30","21,036.95","21,100.40","20,951.20","","0.04%"
"05/08/2023","20,991.45","20,823.45","21,012.45","20,806.35","","1.06%"
"05/05/2023","20,770.80","20,840.70","20,929.90","20,758.60","","-0.46%"
"05/04/2023","20,867.60","20,715.45","20,877.05","20,695.05","","0.74%"
"05/03/2023","20,713.80","20,758.70","20,777.10","20,654.40","","-0.40%"
"05/02/2023","20,797.55","20,736.70","20,830.20","20,716.90","","0.57%"
"04/28/2023","20,678.65","20,536.90","20,707.10","20,475.70","","0.96%"
"04/27/2023","20,481.85","20,374.60","20,501.60","20,343.30","","0.58%"
"04/26/2023","20,363.90","20,304.50","20,378.70","20,263.40","","0.28%"
"04/25/2023","20,306.70","20,274.55","20,351.10","20,247.85","","0.23%"
"04/24/2023","20,259.75","20,191.45","20,272.95","20,124.00","","0.64%"
"04/21/2023","20,131.45","20,207.65","20,225.30","20,068.70","","-0.25%"
"04/20/2023","20,181.45","20,215.00","20,240.70","20,139.80","","-0.04%"
"04/19/2023","20,188.55","20,239.25","20,266.60","20,150.90","","-0.30%"
"04/18/2023","20,250.25","20,302.65","20,312.85","20,164.00","","-0.01%"
"04/17/2023","20,252.70","20,271.30","20,271.30","20,134.10","","-0.02%"
"04/13/2023","20,257.40","20,232.75","20,271.70","20,159.05","","0.14%"
"04/12/2023","20,229.10","20,149.60","20,243.80","20,122.15","","0.60%"
"04/11/2023","20,108.40","20,068.15","20,121.30","20,025.95","","0.64%"
"04/10/2023","19,979.60","19,920.15","20,018.00","19,906.30","","0.58%"
"04/06/2023","19,864.85","19,810.20","19,919.95","19,737.35","","0.30%"
"04/05/2023","19,805.20","19,735.95","19,817.55","19,705.15","","0.51%"
"04/03/2023","19,704.75","19,716.05","19,716.75","19,620.50","","0.44%"
"03/31/2023","19,618.60","19,528.35","19,651.35","19,516.05","","1.08%"
"03/29/2023","19,408.35","19,216.05","19,448.95","19,209.30","","1.21%"
"03/28/2023","19,176.30","19,326.35","19,336.65","19,133.65","","-0.55%"
"03/27/2023","19,283.30","19,295.45","19,395.05","19,249.60","","0.07%"
"03/24/2023","19,270.35","19,452.95","19,472.00","19,239.65","","-0.92%"
"03/23/2023","19,448.75","19,443.35","19,561.90","19,403.65","","-0.21%"
"03/22/2023","19,488.75","19,496.80","19,543.15","19,440.45","","0.29%"
"03/21/2023","19,433.25","19,442.05","19,468.65","19,385.95","","0.32%"
"03/20/2023","19,370.60","19,472.60","19,476.55","19,210.20","","-0.78%"
"03/17/2023","19,522.90","19,539.75","19,564.15","19,401.75","","0.65%"
"03/16/2023","19,396.80","19,371.15","19,470.50","19,234.10","","0.25%"
"03/15/2023","19,348.60","19,488.65","19,537.05","19,322.15","","0.00%"
"03/14/2023","19,349.00","19,507.55","19,545.25","19,277.80","","-0.72%"
"03/13/2023","19,490.25","19,777.10","19,881.60","19,446.45","","-1.30%"
"03/10/2023","19,746.90","19,711.70","19,768.35","19,609.40","","-0.52%"
"03/09/2023","19,849.50","20,044.65","20,062.85","19,828.60","","-0.80%"
"03/08/2023","20,009.60","19,892.00","20,019.70","19,824.10","","0.34%"
"03/06/2023","19,942.20","19,917.15","20,036.75","19,904.35","","0.56%"
"03/03/2023","19,830.20","19,728.50","19,889.10","19,715.95","","1.20%"
"03/02/2023","19,595.10","19,685.20","19,689.60","19,581.45","","-0.45%"
"03/01/2023","19,683.25","19,519.00","19,699.30","19,516.95","","0.98%"
"02/28/2023","19,493.10","19,595.40","19,634.95","19,450.45","","-0.45%"
"02/27/2023","19,580.80","19,697.10","19,703.85","19,455.90","","-0.72%"
"02/24/2023","19,723.40","19,852.00","19,871.85","19,669.40","","-0.27%"
"02/23/2023","19,776.20","19,846.30","19,905.70","19,721.55","","-0.17%"
"02/22/2023","19,809.35","20,026.55","20,040.90","19,777.90","","-1.37%"
"02/21/2023","20,083.90","20,229.50","20,229.70","20,058.35","","-0.33%"
"02/20/2023","20,151.30","20,231.70","20,263.75","20,122.05","","-0.39%"
"02/17/2023","20,229.75","20,265.20","20,331.20","20,188.95","","-0.50%"
"02/16/2023","20,332.40","20,349.90","20,390.35","20,303.75","","0.38%"
"02/15/2023","20,255.75","20,085.65","20,273.70","20,052.80","","0.68%"
"02/14/2023","20,118.10","20,114.55","20,169.05","20,024.90","","0.35%"
"02/13/2023","20,048.55","20,152.25","20,190.10","20,012.15","","-0.41%"
"02/10/2023","20,130.35","20,110.80","20,144.05","20,062.40","","-0.14%"
"02/09/2023","20,158.65","20,150.90","20,202.05","20,018.55","","-0.01%"
"02/08/2023","20,159.95","20,009.00","20,183.40","19,986.75","","1.01%"
"02/07/2023","19,958.70","20,033.40","20,066.50","19,892.60","","-0.29%"
"02/06/2023","20,015.80","20,000.15","20,027.00","19,857.85","","-0.22%"
"02/03/2023","20,059.90","19,956.35","20,080.20","19,715.95","","1.00%"
"02/02/2023","19,860.55","19,935.50","19,985.35","19,740.75","","-0.62%"
"02/01/2023","19,984.00","20,394.75","20,473.00","19,690.10","","-1.29%"
"01/31/2023","20,244.15","20,287.70","20,295.60","20,105.00","","0.24%"
"01/30/2023","20,196.10","20,178.20","20,314.70","19,970.65","","0.05%"
"01/27/2023","20,186.20","20,478.25","20,519.85","20,040.95","","-1.15%"
"01/25/2023","20,421.45","20,600.00","20,605.90","20,364.05","","-0.97%"
"01/24/2023","20,621.80","20,711.70","20,717.70","20,583.40","","-0.15%"
"01/23/2023","20,652.60","20,638.90","20,686.85","20,586.15","","0.46%"
"01/20/2023","20,558.20","20,702.80","20,713.00","20,541.25","","-0.66%"
"01/19/2023","20,695.45","20,687.70","20,734.65","20,648.90","","-0.30%"
"01/18/2023","20,757.15","20,693.65","20,773.30","20,664.20","","0.49%"
"01/17/2023","20,656.70","20,557.80","20,678.20","20,505.80","","0.61%"
"01/16/2023","20,530.50","20,651.30","20,670.40","20,473.20","","-0.25%"
"01/13/2023","20,582.30","20,488.45","20,626.15","20,410.00","","0.59%"
"01/12/2023","20,460.95","20,527.75","20,535.95","20,353.65","","-0.07%"
"01/11/2023","20,474.95","20,586.70","20,604.30","20,440.35","","-0.36%"
"01/10/2023","20,548.35","20,704.65","20,712.10","20,464.45","","-0.61%"
"01/09/2023","20,673.70","20,578.40","20,715.55","20,550.90","","1.16%"
"01/06/2023","20,437.45","20,605.95","20,647.50","20,394.40","","-0.76%"
"01/05/2023","20,594.50","20,612.30","20,659.60","20,460.15","","0.21%"
"01/04/2023","20,551.65","20,764.75","20,774.90","20,525.55","","-0.96%"
"01/03/2023","20,751.15","20,679.25","20,774.90","20,641.60","","0.28%"
"01/02/2023","20,692.85","20,663.75","20,710.45","20,589.70","","0.38%"
"12/30/2022","20,614.95","20,757.35","20,777.25","20,588.05","","-0.24%"
"12/29/2022","20,664.55","20,522.45","20,710.10","20,452.55","","0.29%"
"12/28/2022","20,604.05","20,562.70","20,668.35","20,541.90","","-0.02%"
"12/27/2022","20,607.50","20,527.90","20,626.35","20,425.65","","0.85%"
"12/26/2022","20,433.50","20,255.40","20,499.65","20,172.45","","1.00%"
"12/23/2022","20,230.85","20,492.30","20,581.65","20,193.00","","-2.03%"
"12/22/2022","20,651.00","20,863.65","20,904.40","20,567.00","","-0.60%"
"12/21/2022","20,776.25","20,995.25","21,045.35","20,718.75","","-0.73%"
"12/20/2022","20,929.75","20,965.95","20,973.50","20,742.10","","-0.44%"
"12/19/2022","21,021.55","20,832.30","21,037.70","20,793.20","","1.00%"
"12/16/2022","20,813.00","20,931.40","21,046.65","20,797.25","","-1.01%"
"12/15/2022","21,025.70","21,222.45","21,273.40","20,994.40","","-1.04%"
"12/14/2022","21,245.60","21,204.45","21,272.25","21,191.95","","0.51%"
"12/13/2022","21,137.00","21,088.10","21,148.80","21,032.45","","0.48%"
"12/12/2022","21,036.60","20,937.05","21,053.90","20,824.40","","0.17%"
"12/09/2022","21,000.85","21,183.75","21,192.75","20,895.60","","-0.54%"
"12/08/2022","21,114.95","21,102.15","21,156.30","21,066.80","","0.15%"
"12/07/2022","21,082.80","21,224.50","21,244.90","21,047.90","","-0.65%"
"12/06/2022","21,220.35","21,236.10","21,249.30","21,144.30","","-0.39%"
"12/05/2022","21,302.80","21,293.05","21,324.75","21,155.35","","0.26%"
"12/02/2022","21,248.50","21,304.10","21,317.50","21,174.55","","-0.43%"
"12/01/2022","21,339.80","21,373.85","21,373.90","21,285.60","","0.35%"
"11/30/2022","21,266.05","21,084.05","21,325.70","21,072.65","","0.98%"
"11/29/2022","21,060.60","21,008.40","21,124.45","21,005.10","","0.27%"
"11/28/2022","21,004.00","20,902.65","21,035.25","20,898.60","","0.18%"
"11/25/2022","20,966.85","20,949.60","20,981.65","20,857.50","","0.31%"
"11/24/2022","20,902.30","20,749.65","20,940.30","20,719.05","","1.11%"
"11/23/2022","20,673.70","20,725.00","20,733.30","20,650.45","","0.17%"
"11/22/2022","20,639.00","20,558.35","20,658.30","20,513.65","","0.52%"
"11/21/2022","20,532.55","20,622.35","20,639.20","20,500.90","","-0.60%"
"11/18/2022","20,655.95","20,791.15","20,798.75","20,559.65","","-0.44%"
"11/17/2022","20,747.20","20,795.80","20,815.05","20,717.40","","-0.44%"
"11/16/2022","20,837.90","20,900.30","20,923.75","20,749.65","","-0.32%"
"11/15/2022","20,904.70","20,844.75","20,933.45","20,791.80","","0.49%"
"11/14/2022","20,803.25","20,826.70","20,881.30","20,787.90","","0.10%"
"11/11/2022","20,782.75","20,812.90","20,867.30","20,736.60","","1.02%"
"11/10/2022","20,572.05","20,666.75","20,703.25","20,511.10","","-0.88%"
"11/09/2022","20,755.40","20,957.90","20,959.15","20,703.05","","-0.40%"
"11/07/2022","20,839.60","20,852.40","20,914.05","20,709.10","","0.48%"
"11/04/2022","20,739.65","20,656.90","20,760.80","20,610.05","","0.55%"
"11/03/2022","20,625.90","20,548.75","20,696.15","20,532.35","","-0.19%"
"11/02/2022","20,665.00","20,783.55","20,786.20","20,635.55","","-0.44%"
"11/01/2022","20,757.00","20,632.55","20,775.00","20,604.15","","1.01%"
"10/31/2022","20,548.75","20,447.75","20,563.90","20,436.90","","1.07%"
"10/28/2022","20,330.40","20,334.75","20,380.60","20,268.15","","0.15%"
"10/27/2022","20,300.85","20,297.15","20,340.85","20,199.10","","0.70%"
"10/25/2022","20,159.00","20,245.95","20,248.80","20,137.55","","-0.17%"
"10/24/2022","20,193.10","20,228.95","20,251.30","20,168.70","","0.80%"
"10/21/2022","20,033.25","20,097.15","20,135.10","19,951.90","","-0.02%"
"10/20/2022","20,037.30","19,822.90","20,061.10","19,772.10","","0.61%"
"10/19/2022","19,916.50","20,023.10","20,043.05","19,878.95","","-0.20%"
"10/18/2022","19,956.85","19,882.40","19,975.75","19,877.75","","1.02%"
"10/17/2022","19,755.20","19,633.50","19,776.70","19,552.30","","0.42%"
"10/14/2022","19,673.35","19,899.75","19,906.35","19,659.05","","0.42%"
"10/13/2022","19,591.55","19,681.40","19,731.30","19,525.00","","-0.54%"
"10/12/2022","19,697.45","19,567.60","19,720.80","19,498.40","","0.98%"
"10/11/2022","19,507.15","19,893.95","19,893.95","19,470.15","","-1.70%"
"10/10/2022","19,844.40","19,701.55","19,868.45","19,636.55","","-0.48%"
"10/07/2022","19,940.25","19,941.50","19,986.65","19,837.80","","-0.13%"
"10/06/2022","19,966.10","20,022.15","20,082.10","19,935.70","","0.38%"
